Year,Quarter,Sector,ROE
2020,Q2,PROPCON,-2.17
2020,Q2,RESOURC,12.88
2020,Q2,SERVICE,4.09
2020,Q2,TECH,9.36
2020,Q2,AGRI,4.23
2020,Q2,FOOD,9.6
2020,Q2,FASHION,0.41
2020,Q2,HOME,4.1
2020,Q2,PERSON,3.02
2020,Q2,BANK,8.46
2020,Q2,FIN,15.17
2020,Q2,INSUR,7.02
2020,Q2,AUTO,2.9
2020,Q2,IMM,5.94
2020,Q2,PAPER,32.33
2020,Q2,PETRO,0.55
2020,Q2,PKG,10.45
2020,Q2,STEEL,0.15
2020,Q2,CONMAT,9.48
2020,Q2,PROP,7.84
2020,Q2,PF&REIT,
2020,Q2,CONS,2.53
2020,Q2,ENERG,4.29
2020,Q2,MINE,1.66
2020,Q2,COMM,12.95
2020,Q2,HELTH,10.4
2020,Q2,MEDIA,-2.06
2020,Q2,PROF,5.03
2020,Q2,TOURISM,-3.29
2020,Q2,TRANS,-5.38
2020,Q2,ETRON,7.38
2020,Q2,ICT,18.4
2021,Q1,AGRO,5.53
2021,Q1,CONSUMP,10.45
2021,Q1,FINCIAL,4.4
2021,Q1,INDUS,7.83
2021,Q1,PROPCON,-3.05
2021,Q1,RESOURC,-2.66
2021,Q1,SERVICE,6.97
2021,Q1,TECH,12.56
2021,Q1,AGRI,24.06
2021,Q1,FOOD,6.17
2021,Q1,FASHION,0.46
2021,Q1,HOME,5.37
2021,Q1,PERSON,65.14
2021,Q1,BANK,6.12
2021,Q1,FIN,15.05
2021,Q1,INSUR,9.55
2021,Q1,AUTO,4.56
2021,Q1,IMM,10.57
2021,Q1,PAPER,27.65
2021,Q1,PETRO,6.75
2021,Q1,PKG,9.52
2021,Q1,STEEL,6.8
2021,Q1,CONMAT,12.77
2021,Q1,PROP,4.89
2021,Q1,PF&REIT,
2021,Q1,CONS,0.97
2021,Q1,ENERG,8.66
2021,Q1,MINE,6.4
2021,Q1,COMM,9.16
2021,Q1,HELTH,6.6
2021,Q1,MEDIA,-0.16
2021,Q1,PROF,1.16
2021,Q1,TOURISM,-19.16
2021,Q1,TRANS,-3.56
2021,Q1,ETRON,12.32
2021,Q1,ICT,15.94
2021,Q3,AGRO,2.2
2021,Q3,CONSUMP,20.51
2021,Q3,FINCIAL,2.22
2021,Q3,INDUS,6.98
2021,Q3,PROPCON,-2.66
2021,Q3,RESOURC,4.86
2021,Q3,SERVICE,9.17
2021,Q3,TECH,13.92
2021,Q3,AGRI,30.39
2021,Q3,FOOD,4.62
2021,Q3,FASHION,3.78
2021,Q3,HOME,2.71
2021,Q3,PERSON,66.14
2021,Q3,BANK,7.36
2021,Q3,FIN,15.86
2021,Q3,INSUR,4.1
2021,Q3,AUTO,9.08
2021,Q3,IMM,11.57
2021,Q3,PAPER,26.32
2021,Q3,PETRO,16.25
2021,Q3,PKG,11.3
2021,Q3,STEEL,17.92
2021,Q3,CONMAT,13.41
2021,Q3,PROP,4.89
2021,Q3,PF&REIT,
2021,Q3,CONS,0.49
2021,Q3,ENERG,10.55
2021,Q3,MINE,12.36
2021,Q3,COMM,9.18
2021,Q3,HELTH,14.36
2021,Q3,MEDIA,5.65
2021,Q3,PROF,4.09
2021,Q3,TOURISM,-17.86
2021,Q3,TRANS,-16.11
2021,Q3,ETRON,12.16
2021,Q3,ICT,15.15
2021,Q4,AGRO,4.61
2021,Q4,CONSUMP,21.33
2021,Q4,FINCIAL,2.77
2021,Q4,INDUS,6.69
2021,Q4,PROPCON,-2.75
2021,Q4,RESOURC,-2.11
2021,Q4,SERVICE,13.44
2021,Q4,TECH,17.69
2021,Q4,AGRI,24.67
2021,Q4,FOOD,5.41
2021,Q4,FASHION,4.76
2021,Q4,HOME,1.5
2021,Q4,PERSON,47.1
2021,Q4,BANK,7.68
2021,Q4,FIN,14.73
2021,Q4,INSUR,0.59
2021,Q4,AUTO,8.47
2021,Q4,IMM,10.42
2021,Q4,PAPER,25.08
2021,Q4,PETRO,16.47
2021,Q4,PKG,10.06
2021,Q4,STEEL,20.29
2021,Q4,CONMAT,13.5
2021,Q4,PROP,6.13
2021,Q4,PF&REIT,
2021,Q4,CONS,1.97
2021,Q4,ENERG,11.38
2021,Q4,MINE,-16.76
2021,Q4,COMM,9.02
2021,Q4,HELTH,17.86
2021,Q4,MEDIA,6.66
2021,Q4,PROF,3.99
2021,Q4,TOURISM,-12.29
2021,Q4,TRANS,24.44
2021,Q4,ETRON,12.38
2021,Q4,ICT,15.14
2021,Q2,AGRO,4.3
2021,Q2,CONSUMP,12.41
2021,Q2,FINCIAL,-0.05
2021,Q2,INDUS,7.43
2021,Q2,PROPCON,-2.1
2021,Q2,RESOURC,3.8
2021,Q2,SERVICE,7.53
2021,Q2,TECH,14.34
2021,Q2,AGRI,29.39
2021,Q2,FOOD,6.84
2021,Q2,FASHION,2.54
2021,Q2,HOME,5.2
2021,Q2,PERSON,70.09
2021,Q2,BANK,6.89
2021,Q2,FIN,16.01
2021,Q2,INSUR,8.1
2021,Q2,AUTO,8.99
2021,Q2,IMM,10.44
2021,Q2,PAPER,28.72
2021,Q2,PETRO,13.69
2021,Q2,PKG,10.96
2021,Q2,STEEL,12.91
2021,Q2,CONMAT,14.44
2021,Q2,PROP,4.99
2021,Q2,PF&REIT,
2021,Q2,CONS,1.0
2021,Q2,ENERG,10.01
2021,Q2,MINE,6.86
2021,Q2,COMM,10.54
2021,Q2,HELTH,9.18
2021,Q2,MEDIA,2.91
2021,Q2,PROF,2.03
2021,Q2,TOURISM,-17.59
2021,Q2,TRANS,-41.87
2021,Q2,ETRON,13.13
2021,Q2,ICT,15.1
2022,Q2,AGRO,4.64
2022,Q2,CONSUMP,18.65
2022,Q2,FINCIAL,-0.37
2022,Q2,INDUS,8.49
2022,Q2,PROPCON,-1.75
2022,Q2,RESOURC,-1.51
2022,Q2,SERVICE,11.52
2022,Q2,TECH,16.17
2022,Q2,AGRI,14.34
2022,Q2,FOOD,6.52
2022,Q2,FASHION,6.61
2022,Q2,HOME,-0.04
2022,Q2,PERSON,15.54
2022,Q2,BANK,7.98
2022,Q2,FIN,13.41
2022,Q2,INSUR,-28.9
2022,Q2,AUTO,8.06
2022,Q2,IMM,10.64
2022,Q2,PAPER,23.8
2022,Q2,PETRO,13.12
2022,Q2,PKG,9.92
2022,Q2,STEEL,13.81
2022,Q2,CONMAT,10.33
2022,Q2,PROP,7.02
2022,Q2,PF&REIT,
2022,Q2,CONS,0.43
2022,Q2,ENERG,13.6
2022,Q2,MINE,-25.55
2022,Q2,COMM,9.65
2022,Q2,HELTH,24.28
2022,Q2,MEDIA,7.63
2022,Q2,PROF,4.13
2022,Q2,TOURISM,-8.29
2022,Q2,TRANS,19.65
2022,Q2,ETRON,15.21
2022,Q2,ICT,14.79
2022,Q4,AGRO,8.92
2022,Q4,CONSUMP,5.47
2022,Q4,FINCIAL,-4.3
2022,Q4,INDUS,6.31
2022,Q4,PROPCON,-0.59
2022,Q4,RESOURC,1.52
2022,Q4,SERVICE,6.39
2022,Q4,TECH,14.23
2022,Q4,AGRI,11.53
2022,Q4,FOOD,10.36
2022,Q4,FASHION,5.33
2022,Q4,HOME,0.48
2022,Q4,PERSON,5.57
2022,Q4,BANK,7.89
2022,Q4,FIN,12.31
2022,Q4,INSUR,-7.06
2022,Q4,AUTO,9.4
2022,Q4,IMM,-26.68
2022,Q4,PAPER,18.52
2022,Q4,PETRO,5.43
2022,Q4,PKG,7.75
2022,Q4,STEEL,-5.14
2022,Q4,CONMAT,7.24
2022,Q4,PROP,8.58
2022,Q4,PF&REIT,
2022,Q4,CONS,-2.49
2022,Q4,ENERG,11.7
2022,Q4,MINE,-17.28
2022,Q4,COMM,7.49
2022,Q4,HELTH,16.59
2022,Q4,MEDIA,5.95
2022,Q4,PROF,4.46
2022,Q4,TOURISM,-2.15
2022,Q4,TRANS,7.75
2022,Q4,ETRON,19.64
2022,Q4,ICT,8.12
2022,Q3,AGRO,6.35
2022,Q3,CONSUMP,9.33
2022,Q3,FINCIAL,-2.68
2022,Q3,INDUS,8.06
2022,Q3,PROPCON,0.2
2022,Q3,RESOURC,-1.04
2022,Q3,SERVICE,10.91
2022,Q3,TECH,14.97
2022,Q3,AGRI,12.46
2022,Q3,FOOD,9.67
2022,Q3,FASHION,6.83
2022,Q3,HOME,0.53
2022,Q3,PERSON,8.07
2022,Q3,BANK,8.19
2022,Q3,FIN,12.84
2022,Q3,INSUR,-9.22
2022,Q3,AUTO,9.16
2022,Q3,IMM,9.66
2022,Q3,PAPER,22.94
2022,Q3,PETRO,9.55
2022,Q3,PKG,9.81
2022,Q3,STEEL,5.58
2022,Q3,CONMAT,9.35
2022,Q3,PROP,8.06
2022,Q3,PF&REIT,
2022,Q3,CONS,0.16
2022,Q3,ENERG,13.06
2022,Q3,MINE,-33.82
2022,Q3,COMM,10.66
2022,Q3,HELTH,20.8
2022,Q3,MEDIA,5.92
2022,Q3,PROF,4.0
2022,Q3,TOURISM,-5.35
2022,Q3,TRANS,5.92
2022,Q3,ETRON,16.97
2022,Q3,ICT,13.89
2022,Q1,AGRO,4.29
2022,Q1,CONSUMP,19.7
2022,Q1,FINCIAL,0.75
2022,Q1,INDUS,8.97
2022,Q1,PROPCON,-1.97
2022,Q1,RESOURC,-1.06
2022,Q1,SERVICE,12.14
2022,Q1,TECH,16.68
2022,Q1,AGRI,18.98
2022,Q1,FOOD,5.47
2022,Q1,FASHION,4.81
2022,Q1,HOME,0.71
2022,Q1,PERSON,26.04
2022,Q1,BANK,7.73
2022,Q1,FIN,13.65
2022,Q1,INSUR,-24.2
2022,Q1,AUTO,7.96
2022,Q1,IMM,10.6
2022,Q1,PAPER,22.93
2022,Q1,PETRO,15.81
2022,Q1,PKG,10.02
2022,Q1,STEEL,18.21
2022,Q1,CONMAT,12.21
2022,Q1,PROP,6.28
2022,Q1,PF&REIT,
2022,Q1,CONS,1.09
2022,Q1,ENERG,11.22
2022,Q1,MINE,-18.81
2022,Q1,COMM,9.32
2022,Q1,HELTH,21.82
2022,Q1,MEDIA,5.57
2022,Q1,PROF,3.94
2022,Q1,TOURISM,-11.62
2022,Q1,TRANS,17.35
2022,Q1,ETRON,13.43
2022,Q1,ICT,15.34
2023,Q1,AGRO,9.1
2023,Q1,CONSUMP,3.14
2023,Q1,FINCIAL,-3.64
2023,Q1,INDUS,2.29
2023,Q1,PROPCON,-0.34
2023,Q1,RESOURC,1.33
2023,Q1,SERVICE,7.15
2023,Q1,TECH,12.98
2023,Q1,AGRI,9.23
2023,Q1,FOOD,9.17
2023,Q1,FASHION,4.18
2023,Q1,HOME,0.94
2023,Q1,PERSON,3.86
2023,Q1,BANK,8.05
2023,Q1,FIN,11.38
2023,Q1,INSUR,7.85
2023,Q1,AUTO,9.17
2023,Q1,IMM,-0.48
2023,Q1,PAPER,15.93
2023,Q1,PETRO,2.08
2023,Q1,PKG,6.36
2023,Q1,STEEL,-7.25
2023,Q1,CONMAT,8.43
2023,Q1,PROP,8.59
2023,Q1,PF&REIT,
2023,Q1,CONS,-1.62
2023,Q1,ENERG,10.91
2023,Q1,MINE,-16.51
2023,Q1,COMM,7.6
2023,Q1,HELTH,13.65
2023,Q1,MEDIA,5.54
2023,Q1,PROF,6.13
2023,Q1,TOURISM,0.85
2023,Q1,TRANS,13.28
2023,Q1,ETRON,19.35
2023,Q1,ICT,11.1
2023,Q3,AGRO,12.12
2023,Q3,CONSUMP,0.76
2023,Q3,FINCIAL,-0.28
2023,Q3,INDUS,4.08
2023,Q3,PROPCON,-5.3
2023,Q3,RESOURC,-3.54
2023,Q3,SERVICE,3.89
2023,Q3,TECH,12.09
2023,Q3,AGRI,4.83
2023,Q3,FOOD,5.21
2023,Q3,FASHION,2.57
2023,Q3,HOME,2.71
2023,Q3,PERSON,3.14
2023,Q3,BANK,8.52
2023,Q3,FIN,10.01
2023,Q3,INSUR,10.41
2023,Q3,AUTO,9.73
2023,Q3,IMM,-0.57
2023,Q3,PAPER,16.26
2023,Q3,PETRO,-2.12
2023,Q3,PKG,4.46
2023,Q3,STEEL,-8.24
2023,Q3,CONMAT,7.34
2023,Q3,PROP,8.34
2023,Q3,PF&REIT,
2023,Q3,CONS,0.35
2023,Q3,ENERG,9.03
2023,Q3,MINE,
2023,Q3,COMM,7.48
2023,Q3,HELTH,13.56
2023,Q3,MEDIA,3.65
2023,Q3,PROF,5.07
2023,Q3,TOURISM,5.34
2023,Q3,TRANS,17.39
2023,Q3,ETRON,19.51
2023,Q3,ICT,13.16
2023,Q4,AGRO,14.62
2023,Q4,CONSUMP,2.42
2023,Q4,FINCIAL,5.0
2023,Q4,INDUS,5.88
2023,Q4,PROPCON,3.95
2023,Q4,RESOURC,-8.25
2023,Q4,SERVICE,2.53
2023,Q4,TECH,10.2
2023,Q4,AGRI,2.02
2023,Q4,FOOD,1.33
2023,Q4,FASHION,4.4
2023,Q4,HOME,3.43
2023,Q4,PERSON,3.67
2023,Q4,BANK,8.76
2023,Q4,FIN,9.2
2023,Q4,INSUR,8.59
2023,Q4,AUTO,9.2
2023,Q4,IMM,-2.66
2023,Q4,PAPER,20.09
2023,Q4,PETRO,-1.01
2023,Q4,PKG,5.35
2023,Q4,STEEL,-2.64
2023,Q4,CONMAT,7.48
2023,Q4,PROP,7.53
2023,Q4,PF&REIT,
2023,Q4,CONS,0.53
2023,Q4,ENERG,9.25
2023,Q4,MINE,
2023,Q4,COMM,7.61
2023,Q4,HELTH,13.46
2023,Q4,MEDIA,-1.95
2023,Q4,PROF,5.41
2023,Q4,TOURISM,4.29
2023,Q4,TRANS,16.07
2023,Q4,ETRON,17.75
2023,Q4,ICT,16.09
2023,Q2,AGRO,9.9
2023,Q2,CONSUMP,1.41
2023,Q2,FINCIAL,-0.47
2023,Q2,INDUS,2.59
2023,Q2,PROPCON,-5.7
2023,Q2,RESOURC,-2.51
2023,Q2,SERVICE,4.98
2023,Q2,TECH,12.5
2023,Q2,AGRI,7.52
2023,Q2,FOOD,7.27
2023,Q2,FASHION,3.37
2023,Q2,HOME,2.1
2023,Q2,PERSON,3.26
2023,Q2,BANK,8.42
2023,Q2,FIN,10.46
2023,Q2,INSUR,10.86
2023,Q2,AUTO,10.08
2023,Q2,IMM,-2.2
2023,Q2,PAPER,14.34
2023,Q2,PETRO,-3.02
2023,Q2,PKG,5.4
2023,Q2,STEEL,-10.16
2023,Q2,CONMAT,7.61
2023,Q2,PROP,8.43
2023,Q2,PF&REIT,
2023,Q2,CONS,-0.69
2023,Q2,ENERG,7.64
2023,Q2,MINE,-17.16
2023,Q2,COMM,7.41
2023,Q2,HELTH,12.84
2023,Q2,MEDIA,4.07
2023,Q2,PROF,4.94
2023,Q2,TOURISM,6.92
2023,Q2,TRANS,15.55
2023,Q2,ETRON,19.84
2023,Q2,ICT,10.6
2024,Q1,AGRO,15.58
2024,Q1,CONSUMP,3.12
2024,Q1,FINCIAL,9.1
2024,Q1,INDUS,7.06
2024,Q1,PROPCON,5.39
2024,Q1,RESOURC,-6.35
2024,Q1,SERVICE,2.45
2024,Q1,TECH,8.48
2024,Q1,AGRI,1.56
2024,Q1,FOOD,2.06
2024,Q1,FASHION,1.33
2024,Q1,HOME,2.08
2024,Q1,PERSON,3.62
2024,Q1,BANK,8.69
2024,Q1,FIN,9.09
2024,Q1,INSUR,8.19
2024,Q1,AUTO,8.72
2024,Q1,IMM,-2.96
2024,Q1,PAPER,18.56
2024,Q1,PETRO,-0.93
2024,Q1,PKG,6.19
2024,Q1,STEEL,-4.42
2024,Q1,CONMAT,4.81
2024,Q1,PROP,7.38
2024,Q1,PF&REIT,
2024,Q1,CONS,0.48
2024,Q1,ENERG,8.86
2024,Q1,MINE,
2024,Q1,COMM,7.39
2024,Q1,HELTH,13.7
2024,Q1,MEDIA,0.34
2024,Q1,PROF,5.6
2024,Q1,TOURISM,5.84
2024,Q1,TRANS,12.94
2024,Q1,ETRON,17.88
2024,Q1,ICT,18.12
2024,Q2,AGRO,15.14
2024,Q2,CONSUMP,2.89
2024,Q2,FINCIAL,5.67
2024,Q2,INDUS,8.05
2024,Q2,PROPCON,7.69
2024,Q2,RESOURC,-7.11
2024,Q2,SERVICE,2.39
2024,Q2,TECH,8.3
2024,Q2,AGRI,3.22
2024,Q2,FOOD,4.14
2024,Q2,FASHION,2.26
2024,Q2,HOME,-0.18
2024,Q2,PERSON,5.7
2024,Q2,BANK,8.8
2024,Q2,FIN,9.6
2024,Q2,INSUR,8.91
2024,Q2,AUTO,7.66
2024,Q2,IMM,-1.14
2024,Q2,PAPER,18.33
2024,Q2,PETRO,-4.14
2024,Q2,PKG,7.05
2024,Q2,STEEL,-5.49
2024,Q2,CONMAT,3.86
2024,Q2,PROP,7.68
2024,Q2,PF&REIT,
2024,Q2,CONS,-2.21
2024,Q2,ENERG,9.86
2024,Q2,MINE,
2024,Q2,COMM,7.94
2024,Q2,HELTH,14.24
2024,Q2,MEDIA,-0.42
2024,Q2,PROF,6.58
2024,Q2,TOURISM,5.55
2024,Q2,TRANS,14.35
2024,Q2,ETRON,19.48
2024,Q2,ICT,19.29
2024,Q3,AGRO,13.66
2024,Q3,CONSUMP,4.32
2024,Q3,FINCIAL,0.84
2024,Q3,INDUS,6.26
2024,Q3,PROPCON,7.89
2024,Q3,RESOURC,-8.33
2024,Q3,SERVICE,2.59
2024,Q3,TECH,8.42
2024,Q3,AGRI,5.7
2024,Q3,FOOD,6.13
2024,Q3,FASHION,-0.16
2024,Q3,HOME,-1.95
2024,Q3,PERSON,5.1
2024,Q3,BANK,8.86
2024,Q3,FIN,8.85
2024,Q3,INSUR,9.24
2024,Q3,AUTO,6.33
2024,Q3,IMM,-1.28
2024,Q3,PAPER,14.66
2024,Q3,PETRO,-8.76
2024,Q3,PKG,6.75
2024,Q3,STEEL,-10.44
2024,Q3,CONMAT,3.38
2024,Q3,PROP,7.58
2024,Q3,PF&REIT,
2024,Q3,CONS,-8.19
2024,Q3,ENERG,7.69
2024,Q3,MINE,
2024,Q3,COMM,10.4
2024,Q3,HELTH,14.42
2024,Q3,MEDIA,-1.2
2024,Q3,PROF,8.79
2024,Q3,TOURISM,4.78
2024,Q3,TRANS,18.92
2024,Q3,ETRON,18.83
2024,Q3,ICT,19.7
2024,Q4,AGRO,11.21
2024,Q4,CONSUMP,4.25
2024,Q4,FINCIAL,-1.03
2024,Q4,INDUS,5.01
2024,Q4,PROPCON,1.16
2024,Q4,RESOURC,-3.73
2024,Q4,SERVICE,2.63
2024,Q4,TECH,9.83
2024,Q4,AGRI,8.13
2024,Q4,FOOD,10.16
2024,Q4,FASHION,0.22
2024,Q4,HOME,-3.8
2024,Q4,PERSON,7.12
2024,Q4,BANK,9.0
2024,Q4,FIN,7.13
2024,Q4,INSUR,10.3
2024,Q4,AUTO,3.52
2024,Q4,IMM,1.44
2024,Q4,PAPER,13.34
2024,Q4,PETRO,-9.45
2024,Q4,PKG,5.77
2024,Q4,STEEL,-10.98
2024,Q4,CONMAT,3.87
2024,Q4,PROP,6.95
2024,Q4,PF&REIT,
2024,Q4,CONS,-12.22
2024,Q4,ENERG,7.54
2024,Q4,MINE,
2024,Q4,COMM,7.88
2024,Q4,HELTH,13.08
2024,Q4,MEDIA,-0.49
2024,Q4,PROF,3.97
2024,Q4,TOURISM,6.98
2024,Q4,TRANS,4.67
2024,Q4,ETRON,15.38
2024,Q4,ICT,13.97
2026,Q1,AGRO,9.17
2026,Q1,CONSUMP,5.98
2026,Q1,FINCIAL,-0.05
2026,Q1,INDUS,7.61
2026,Q1,PROPCON,-1.17
2026,Q1,RESOURC,-19.82
2026,Q1,SERVICE,4.21
2026,Q1,TECH,3.83
2026,Q1,AGRI,5.84
2026,Q1,FOOD,10.6
2026,Q1,FASHION,2.02
2026,Q1,HOME,-3.01
2026,Q1,PERSON,3.95
2026,Q1,BANK,8.88
2026,Q1,FIN,9.3
2026,Q1,INSUR,11.54
2026,Q1,AUTO,7.72
2026,Q1,IMM,7.22
2026,Q1,PAPER,11.19
2026,Q1,PETRO,-3.3
2026,Q1,PKG,5.32
2026,Q1,STEEL,1.9
2026,Q1,CONMAT,6.1
2026,Q1,PROP,6.02
2026,Q1,PF&REIT,
2026,Q1,CONS,-5.56
2026,Q1,ENERG,9.94
2026,Q1,MINE,
2026,Q1,COMM,8.44
2026,Q1,HELTH,14.05
2026,Q1,MEDIA,-0.97
2026,Q1,PROF,18.82
2026,Q1,TOURISM,6.1
2026,Q1,TRANS,14.65
2026,Q1,ETRON,18.52
2026,Q1,ICT,22.44
2025,Q2,AGRO,9.89
2025,Q2,CONSUMP,3.44
2025,Q2,FINCIAL,-5.32
2025,Q2,INDUS,3.65
2025,Q2,PROPCON,-2.95
2025,Q2,RESOURC,-1.85
2025,Q2,SERVICE,3.29
2025,Q2,TECH,9.1
2025,Q2,AGRI,8.78
2025,Q2,FOOD,12.53
2025,Q2,FASHION,1.93
2025,Q2,HOME,-3.61
2025,Q2,PERSON,6.13
2025,Q2,BANK,9.08
2025,Q2,FIN,6.73
2025,Q2,INSUR,10.33
2025,Q2,AUTO,3.87
2025,Q2,IMM,4.13
2025,Q2,PAPER,10.95
2025,Q2,PETRO,-7.38
2025,Q2,PKG,3.94
2025,Q2,STEEL,-8.95
2025,Q2,CONMAT,5.99
2025,Q2,PROP,6.13
2025,Q2,PF&REIT,
2025,Q2,CONS,0.12
2025,Q2,ENERG,7.1
2025,Q2,MINE,
2025,Q2,COMM,8.33
2025,Q2,HELTH,12.97
2025,Q2,MEDIA,-1.38
2025,Q2,PROF,6.26
2025,Q2,TOURISM,6.22
2025,Q2,TRANS,9.33
2025,Q2,ETRON,13.36
2025,Q2,ICT,14.51
2025,Q1,AGRO,10.26
2025,Q1,CONSUMP,4.11
2025,Q1,FINCIAL,-8.14
2025,Q1,INDUS,4.36
2025,Q1,PROPCON,-1.29
2025,Q1,RESOURC,-6.2
2025,Q1,SERVICE,2.28
2025,Q1,TECH,8.95
2025,Q1,AGRI,9.24
2025,Q1,FOOD,11.36
2025,Q1,FASHION,3.9
2025,Q1,HOME,-3.82
2025,Q1,PERSON,7.33
2025,Q1,BANK,8.89
2025,Q1,FIN,6.78
2025,Q1,INSUR,9.26
2025,Q1,AUTO,3.18
2025,Q1,IMM,6.51
2025,Q1,PAPER,12.02
2025,Q1,PETRO,-10.49
2025,Q1,PKG,4.83
2025,Q1,STEEL,-11.13
2025,Q1,CONMAT,3.55
2025,Q1,PROP,6.51
2025,Q1,PF&REIT,
2025,Q1,CONS,-5.13
2025,Q1,ENERG,6.44
2025,Q1,MINE,
2025,Q1,COMM,8.14
2025,Q1,HELTH,12.48
2025,Q1,MEDIA,-1.14
2025,Q1,PROF,4.49
2025,Q1,TOURISM,6.61
2025,Q1,TRANS,6.84
2025,Q1,ETRON,15.25
2025,Q1,ICT,13.03
2025,Q3,AGRO,9.01
2025,Q3,CONSUMP,2.05
2025,Q3,FINCIAL,0.54
2025,Q3,INDUS,3.49
2025,Q3,PROPCON,-1.61
2025,Q3,RESOURC,-4.12
2025,Q3,SERVICE,3.31
2025,Q3,TECH,6.55
2025,Q3,AGRI,7.4
2025,Q3,FOOD,12.16
2025,Q3,FASHION,3.14
2025,Q3,HOME,-4.57
2025,Q3,PERSON,6.35
2025,Q3,BANK,9.23
2025,Q3,FIN,6.84
2025,Q3,INSUR,10.4
2025,Q3,AUTO,4.58
2025,Q3,IMM,8.45
2025,Q3,PAPER,11.49
2025,Q3,PETRO,-4.08
2025,Q3,PKG,3.96
2025,Q3,STEEL,-2.65
2025,Q3,CONMAT,6.1
2025,Q3,PROP,5.86
2025,Q3,PF&REIT,
2025,Q3,CONS,0.76
2025,Q3,ENERG,8.09
2025,Q3,MINE,
2025,Q3,COMM,8.35
2025,Q3,HELTH,12.26
2025,Q3,MEDIA,-1.85
2025,Q3,PROF,9.54
2025,Q3,TOURISM,7.32
2025,Q3,TRANS,7.59
2025,Q3,ETRON,14.19
2025,Q3,ICT,17.49
2025,Q4,AGRO,9.85
2025,Q4,CONSUMP,7.73
2025,Q4,FINCIAL,-5.13
2025,Q4,INDUS,7.06
2025,Q4,PROPCON,1.44
2025,Q4,RESOURC,-19.61
2025,Q4,SERVICE,4.23
2025,Q4,TECH,4.07
2025,Q4,AGRI,6.72
2025,Q4,FOOD,11.43
2025,Q4,FASHION,1.7
2025,Q4,HOME,-2.47
2025,Q4,PERSON,4.34
2025,Q4,BANK,9.01
2025,Q4,FIN,8.19
2025,Q4,INSUR,10.35
2025,Q4,AUTO,7.7
2025,Q4,IMM,4.5
2025,Q4,PAPER,10.77
2025,Q4,PETRO,-4.42
2025,Q4,PKG,4.82
2025,Q4,STEEL,0.55
2025,Q4,CONMAT,5.09
2025,Q4,PROP,5.49
2025,Q4,PF&REIT,
2025,Q4,CONS,0.78
2025,Q4,ENERG,8.91
2025,Q4,MINE,
2025,Q4,COMM,7.98
2025,Q4,HELTH,14.62
2025,Q4,MEDIA,-0.28
2025,Q4,PROF,19.55
2025,Q4,TOURISM,5.45
2025,Q4,TRANS,15.15
2025,Q4,ETRON,17.65
2025,Q4,ICT,20.53
